LebwohlLasher_nb.py: Size: 100, Steps: 50, T*: 0.500: Order: 0.269, Time: 1.420271 s
         2947995 function calls (2834084 primitive calls) in 1.423 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      448    0.000    0.000    0.001    0.000 <frozen posixpath>:71(join)
      420    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:482(cache_from_source)
     1431    0.000    0.000    0.003    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/cpu_options.py:16(__repr__)
2014/1956    0.000    0.000    0.004    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/datamodel/manager.py:29(lookup)
       36    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/compiler_machinery.py:370(dependency_analysis)
    20/18    0.000    0.000    0.076    0.004 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/typeinfer.py:147(propagate)
      150    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/llvmlite/ir/instructions.py:68(__init__)
     2675    0.000    0.000    0.006    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/base.py:1249(exit_fn)
       13    0.000    0.000    0.011    0.001 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/codegen.py:651(_optimize_functions)
   213/45    0.000    0.000    0.104    0.002 {built-in method builtins.exec}
      590    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/analysis.py:66(fix_point_progress)
      461    0.000    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/typing/context.py:287(find_matching_getattr_template)
  512/273    0.000    0.000    0.402    0.001 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/compiler_lock.py:32(_acquire_compile_lock)
      145    0.000    0.000    0.004    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/cgutils.py:362(alloca_once)
      307    0.000    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/ir.py:589(__repr__)
      324    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/inspect.py:3015(__init__)
      219    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/typeinfer.py:513(fold_arg_vars)
      599    0.000    0.000    0.001    0.000 {method 'sub' of 're.Pattern' objects}
     1570    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/typing/context.py:513(_insert_global)
      353    0.000    0.000    0.005    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/typing/typeof.py:27(typeof)
   702/78    0.000    0.000    0.385    0.005 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/compiler_machinery.py:272(check)
     4910    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
   243/43    0.000    0.000    0.111    0.003 <frozen importlib._bootstrap>:1304(_find_and_load_unlocked)
        9    0.000    0.000    0.005    0.001 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/byteflow.py:94(run)
      477    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/cpu_options.py:112(_get_values)
      945    0.000    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/llvmlite/binding/ffi.py:329(close)
        9    0.000    0.000    0.003    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/interpreter.py:982(peep_hole_delete_with_exit)
     2865    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
     3821    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/ir.py:256(__hash__)
      472    0.000    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/event.py:422(trigger_event)
     3110    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/logging/__init__.py:1517(debug)
      567    0.000    0.000    0.003    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/llvmlite/ir/builder.py:967(extract_value)
      567    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/llvmlite/ir/instructions.py:681(descr)
      284    0.000    0.000    0.015    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/llvmlite/ir/values.py:1172(descr)
      237    0.000    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/controlflow.py:396(_eliminate_dead_blocks)
      235    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap>:733(_init_module_attrs)
      345    0.000    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/byteflow.py:333(dispatch)
   153/30    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/re/_compiler.py:37(_compile)
      537    0.000    0.000    0.007    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/runtime/context.py:360(_call_incref_decref)
     1654    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/llvmlite/ir/types.py:30(__ne__)
      524    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/llvmlite/ir/instructions.py:459(descr)
     3981    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/analysis.py:69(<genexpr>)
     6870    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/event.py:108(kind)
       45    0.000    0.000    0.003    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/inline_closurecall.py:1477(_inline_const_arraycall)
      878    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/llvmlite/binding/ffi.py:372(__del__)
     3212    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
     1007    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/imputils.py:28(lower)
     3194    0.000    0.000    0.001    0.000 {built-in method builtins.setattr}
  622/394    0.000    0.000    0.034    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/functools.py:979(__get__)
     1523    0.000    0.000    0.001    0.000 {built-in method builtins.all}
     3745    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/controlflow.py:126(predecessors)
     3523    0.000    0.000    0.000    0.000 {built-in method sys.intern}
      609    0.000    0.000    0.004    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/llvmlite/binding/module.py:220(__next__)
      592    0.000    0.000    0.004    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/re/__init__.py:280(_compile)
       21    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/ir_utils.py:1563(build_definitions)
1780/1778    0.000    0.000    0.004    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/datamodel/manager.py:40(__getitem__)
      463    0.000    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/llvmlite/ir/builder.py:756(load)
     3625    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
     1190    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/base.py:138(append)
     2203    0.000    0.000    0.000    0.000 {built-in method numba.core.typeconv._typeconv.check_compatible}
      369    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/typeinfer.py:1097(add_type)
     2804    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/target_extension.py:47(current_target)
     2227    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
     1224    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/typing/context.py:545(insert_function)
  907/839    0.000    0.000    0.006    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/ir_utils.py:1542(guard)
     1192    0.000    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/types/functions.py:230(_unlit_non_poison)
     2010    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/utils.py:372(key)
       52    0.000    0.000    0.003    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/ir.py:1323(dump)
      100    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/controlflow.py:662(_find_loops)
    39/29    0.000    0.000    0.080    0.003 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/lowering.py:726(lower_binop)
      296    0.000    0.000    0.006    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/lowering.py:1506(delvar)
        9    0.000    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/ir_utils.py:2316(fixup_var_define_in_scope)
     4171    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/compiler.py:354(__getattr__)
1215/1176    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/llvmlite/ir/values.py:455(_get_reference)
  247/223    0.000    0.000    0.063    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/typing/context.py:233(_resolve_user_function_type)
      205    0.000    0.000    0.000    0.000 {built-in method numpy.zeros}
      254    0.000    0.000    0.028    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/typing/templates.py:899(_get_target_registry)
      183    0.000    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/cgutils.py:936(gep)
      326    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:372(release)
      194    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/llvmlite/ir/instructions.py:533(__init__)
       16    0.000    0.000    0.003    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/ssa.py:184(_run_block_rewrite)
   235/43    0.000    0.000    0.110    0.003 <frozen importlib._bootstrap>:911(_load_unlocked)
      602    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/ir.py:1550(get_definition)
      282    0.000    0.000    0.000    0.000 {method '__exit__' of '_io._IOBase' objects}
      326    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:426(_get_module_lock)
      380    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/ir.py:1279(find_exprs)
      340    0.000    0.000    0.005    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/lowering.py:1562(decref)
      389    0.000    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/llvmlite/binding/value.py:157(name)
      251    0.000    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/typing/typeof.py:41(typeof_impl)
   287/41    0.000    0.000    0.034    0.001 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/typing/context.py:415(_load_builtins)
      339    0.000    0.000    0.003    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/interpreter.py:1794(_dispatch)
      239    0.000    0.000    0.006    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/extending.py:207(decorate)
      251    0.000    0.000    0.029    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/pprint.py:209(_pprint_dict)
     3212    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
      348    0.000    0.000    0.006    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/typing/context.py:374(resolve_value_type)
       91    0.000    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/llvmlite/ir/values.py:936(__init__)
     4443    0.000    0.000    0.000    0.000 {function _TargetRegistry.__getitem__ at 0x1543c9300}
      356    0.000    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/pathlib.py:437(__str__)
      477    0.000    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/cpu_options.py:122(encode)
      108    0.000    0.000    0.004    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/base.py:56(_select_compatible)
     1228    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/typing/templates.py:1250(register_global)
     1336    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/controlflow.py:103(add_edge)
      221    0.000    0.000    0.036    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/typing/templates.py:697(_get_impl)
      521    0.000    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/ir.py:926(__str__)
      260    0.000    0.000    0.049    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/pprint.py:57(pformat)
      472    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/typing/templates.py:182(signature)
      251    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/cffi/api.py:194(typeof)
      304    0.000    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/llvmlite/binding/value.py:220(is_declaration)
      150    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/llvmlite/ir/instructions.py:133(_descr)
      356    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/pathlib.py:358(__init__)
     4041    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numba/core/analysis.py:40(<genexpr>)
    262/3    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/copy.py:118(deepcopy)
       51    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/numpy/linalg/linalg.py:1090(eigvalsh)
